TripId	HVLINE	Trip TimeStamp	Trip RunNumber	Trip LB	Stable Zero	Ramp Up	Recovery TimeStamp	Recovery RunNumber	Recovery LB	Stable Beams	Fill Number	Num CollBunches	Solenoid	Toroid	Module	Channel	Det	Side	Phi Wedge	SubPhi Wedge	Eta Sector	Electrode Side	Map	Powered Electrodes
81	166013	2015-11-02 01:02:32	284420	291	-1	291	2015-11-02 01:08:03	284420	296	Y	4562	2232	ON	ON	166	13	HEC	C	10	0	2	EST2	9>24-ID=AF03	16
80	166013	2015-11-02 00:49:21	284420	278	-1	278	2015-11-02 00:55:03	284420	283	Y	4562	2232	ON	ON	166	13	HEC	C	10	0	2	EST2	9>24-ID=AF03	16
79	64013	2015-11-01 14:03:14	284285	1285	-1	1285	2015-11-01 14:08:23	284285	1290	Y	4560	2232	ON	ON	64	13	HEC	A	2	0	2	EST2	9>24-ID=AF14	16
78	236011	2015-11-01 09:36:29	284285	993	-1	993	2015-11-01 09:49:53	284285	1007	Y	4560	2232	ON	ON	236	11	EMB	C	3	-1	4	L	0>31	32
77	67003	2015-11-01 00:49:27	284285	427	-1	428	2015-11-01 00:50:42	284285	429	Y	4560	2232	ON	ON	67	3	HEC	A	11	0	1	PAD1	1>8-ID=CF22	8
76	167006	2015-10-29 17:24:13	284073	31	-1	31	2015-10-29 17:27:38	284073	34	N	4548	1	ON	ON	167	6	HEC	C	11	0	2	EST1	9>24-ID=AF04	16
75	78007	2015-10-27 17:52:56	283608	136	-1	137	2015-10-27 17:58:21	283608	143	Y	4538	2029	ON	ON	78	7	HEC	A	29	0	2	PAD1	9>24-ID=AF22	16
74	153009	2015-10-27 17:50:23	283608	132	132	161	2015-10-27 18:16:43	283608	161	Y	4538	2029	ON	ON	153	9	HEC	C	8	0	3	EST2	25>32-ID=CR24	8
73	311001	2015-10-27 11:37:30	283429	1247	1247	-1	2015-10-27 20:05:12	-1	-1	Y	4539	2029	ON	ON	297	13	EMB	A	14	0	6	H	58	1
72	258015	2015-10-26 19:35:52	283429	223	226	-1	2015-10-27 20:03:00	-1	-1	Y	4538	2029	ON	ON	258	15	EMB	C	13	0	7	H	48>63	16
70	257014	2015-10-26 19:35:48	283429	222	-1	223	2015-10-26 19:56:47	283429	243	Y	4538	2029	ON	ON	257	14	EMB	C	14	-1	7	L	0>31	32
71	259014	2015-10-26 19:35:48	283429	222	227	-1	2015-10-27 20:03:00	-1	-1	Y	4538	2029	ON	ON	259	14	EMB	C	14	-1	7	H	0>31	32
69	48009	2015-10-23 07:54:58	282992	409	-1	409	2015-10-23 08:00:26	282992	415	Y	4528	1813	ON	ON	48	9	HEC	A	2	0	3	EST2	25>32-ID=CR31	8
68	65014	2015-10-12 00:35:34	281411	605	-1	605	2015-10-12 00:35:59	281411	605	Y	4485	1813	ON	ON	65	14	HEC	A	4	0	2	EST1	9>24-ID=AF19	16
67	66013	2015-10-10 15:02:02	281385	106	-1	107	2015-10-10 15:05:13	281385	110	Y	4479	1813	ON	RAMP	66	13	HEC	A	10	0	2	EST2	9>24-ID=CF23	16
66	66013	2015-10-10 14:17:41	281385	59	-1	59	2015-10-10 14:22:46	281385	64	Y	4479	1813	ON	RAMP	66	13	HEC	A	10	0	2	EST2	9>24-ID=CF23	16
65	78007	2015-10-10 11:28:02	281381	271	-1	271	2015-10-10 11:32:01	281381	275	Y	4479	1813	ON	OFF	78	7	HEC	A	29	0	2	PAD1	9>24-ID=AF22	16
63	149001	2015-10-09 22:32:03	281376	41	-1	41	2015-10-09 22:33:13	281376	42	Y	4477	1813	OFF	OFF	149	1	HEC	C	3	0	3	EST2	25>32-ID=AR08	8
64	66013	2015-10-09 13:56:45	281317	143	-1	143	2015-10-09 13:58:31	281317	145	Y	4476	1813	ON	ON	66	13	HEC	A	10	0	2	EST2	9>24-ID=CF23	16
62	153002	2015-10-08 21:47:23	0	0	-1	96	2015-10-09 00:10:29	281286	96	N	4473	0	RAMP	OFF	153	2	HEC	C	7	0	3	EST1	25>32-ID=CR28	8
61	256012	2015-10-08 20:00:32	281280	73	-1	73	2015-10-08 20:02:25	281280	75	N	4472	3	RAMP	OFF	256	12	EMB	C	13	-1	5	L	0>31	32
60	275011	2015-10-08 10:20:40	281235	1	-1	1	2015-10-08 10:47:05	281235	10	N	4471	0	OFF	RAMP	275	11	EMBPS	A	22	0	4	H	---------------	0
59	49003	2015-10-07 03:49:54	281143	544	555	-1	2015-10-07 19:45:19	0	0	Y	4467	1596	ON	ON	49	3	HEC	A	3	0	3	PAD1	25>32-ID=CR16	8
58	167007	2015-10-07 03:05:43	281143	498	509	-1	2015-10-07 19:51:50	0	0	Y	4467	1596	ON	ON	167	7	HEC	C	11	0	2	PAD1	9>24-ID=AF04	16
57	58012	2015-10-07 00:58:40	281143	364	-1	364	2015-10-07 01:05:15	281143	370	Y	4467	1596	ON	ON	58	12	HEC	A	26	0	4	PAD2	33>40-ID=CR20	8
56	53002	2015-10-07 00:54:30	281143	359	-1	360	2015-10-07 01:01:00	281143	366	Y	4467	1596	ON	ON	53	2	HEC	A	7	0	3	EST1	25>32-ID=AR23	8
55	58012	2015-10-06 15:55:05	281130	130	-1	130	2015-10-06 16:01:10	281130	136	N	4466	1596	ON	ON	58	12	HEC	A	26	0	4	PAD2	33>40-ID=CR20	8
54	58012	2015-10-05 00:19:11	280981	57	67	0	2015-10-05 01:32:52	0	0	N	4456	156	ON	ON	58	12	HEC	A	26	0	4	PAD2	33>40-ID=CR20	8
53	58012	2015-10-04 22:05:02	280977	525	-1	525	2015-10-04 22:12:43	280977	533	Y	4455	1452	ON	ON	58	12	HEC	A	26	0	4	PAD2	33>40-ID=CR20	8
52	64013	2015-10-04 12:00:40	280950	1036	-1	1038	2015-10-04 12:15:40	280950	1059	Y	4452	1453	ON	ON	64	13	HEC	A	2	0	2	EST2	9>24-ID=AF14	16
51	48009	2015-10-03 23:05:26	280950	225	-1	225	2015-10-03 23:11:07	280950	233	Y	4452	1453	ON	ON	48	9	HEC	A	2	0	3	EST2	25>32-ID=CR31	8
50	64013	2015-10-03 03:07:59	280862	771	-1	771	2015-10-03 03:13:18	280862	776	Y	4449	1453	ON	ON	64	13	HEC	A	2	0	2	EST2	9>24-ID=AF14	16
49	74002	2015-10-03 01:15:18	280862	650	654	-1	2015-10-03 08:07:34	-1	-1	Y	4449	1453	ON	ON	74	2	HEC	A	25	0	1	EST1	1>8-ID=CF20	8
48	67003	2015-09-29 09:14:21	280614	509	-1	509	2015-09-29 09:19:38	280614	515	Y	4437	1309	ON	ON	67	3	HEC	A	11	0	1	PAD1	1>8-ID=CF22	8
47	148008	2015-09-29 07:44:00	280614	418	-1	418	2015-09-29 07:45:13	280614	419	Y	4437	1309	ON	ON	148	8	HEC	C	2	0	3	PAD2	25>32-ID=CR05	8
46	152009	2015-09-28 22:00:12	280520	343	344	483	2015-09-28 23:42:34	280520	484	Y	4435	881	ON	ON	152	9	HEC	C	6	0	3	EST2	25>32-ID=CR03	8
45	48009	2015-09-27 19:14:00	280464	31	-1	31	2015-09-27 19:20:10	280464	37	N	4430	1	ON	ON	48	9	HEC	A	2	0	3	EST2	25>32-ID=CR31	8
44	53014	2015-09-27 07:22:28	280423	351	-1	351	2015-09-27 07:27:48	280423	358	Y	4428	1309	ON	ON	53	14	HEC	A	8	0	4	EST1	33>40-ID=CR15	8
43	53014	2015-09-27 06:48:32	280423	314	-1	314	2015-09-27 06:51:48	280423	317	Y	4428	1309	ON	ON	53	14	HEC	A	8	0	4	EST1	33>40-ID=CR15	8
41	67003	2015-09-27 00:00:36	280422	101	-1	101	2015-09-27 00:02:06	280422	103	Y	4426	1309	ON	ON	67	3	HEC	A	11	0	1	PAD1	1>8-ID=CF22	8
42	53014	2015-09-26 11:43:09	280368	166	-1	166	2015-09-26 11:45:19	280368	170	Y	4423	1309	ON	ON	53	14	HEC	A	8	0	4	EST1	33>40-ID=CR15	8
39	48009	2015-09-26 06:52:19	280367	145	-1	145	2015-09-26 06:53:44	280367	147	N	4422	1309	ON	ON	48	9	HEC	A	2	0	3	EST2	25>32-ID=CR31	8
40	53014	2015-09-25 22:59:08	280319	681	690	819	2015-09-26 01:21:33	0	0	Y	4420	1309	ON	ON	53	14	HEC	A	8	0	4	EST1	33>40-ID=CR15	8
38	77005	2015-09-22 10:06:18	0	0	-1	0	2015-09-22 10:09:58	0	0	N	4403	0	ON	ON	77	5	HEC	A	23	0	2	EST2	9>24-ID=AF31	16
37	240003	2015-09-22 06:51:27	279984	887	-1	887	2015-09-22 07:04:17	279984	900	Y	4402	1165	ON	ON	240	3	EMB	C	4	0	4	L	32>63	32
36	124006	2015-09-20 16:48:06	279928	178	-1	-1	2015-09-20 16:48:22	279928	178	N	4395	1	ON	ON	124	6	EMEC	C	1	3	6	H	48>71	24
35	124006	2015-09-20 00:28:03	279867	201	-1	-1	2015-09-20 00:28:27	279867	201	Y	4393	1165	ON	ON	124	6	EMEC	C	1	3	6	H	48>71	24
32	48009	2015-09-19 13:58:55	279813	641	-1	641	2015-09-19 14:05:40	279813	648	Y	4391	1021	ON	ON	48	9	HEC	A	2	0	3	EST2	25>32-ID=CR31	8
33	273011	2015-09-19 12:28:20	279813	550	552	556	2015-09-19 12:49:33	279813	572	Y	4391	1021	ON	ON	273	11	EMBPS	A	22	0	4	L	---------------	0
34	275011	2015-09-19 12:28:18	279813	550	551	557	2015-09-19 12:50:49	279813	573	Y	4391	1021	ON	ON	275	11	EMBPS	A	22	0	4	H	---------------	0
31	124006	2015-09-18 20:22:56	0	0	-1	-1	2015-09-18 20:23:17	0	0	N	4387	0	ON	ON	124	6	EMEC	C	1	3	6	H	48>71	24
30	124006	2015-09-18 08:04:47	279685	831	-1	831	2015-09-18 08:05:10	279685	831	Y	4384	1021	ON	ON	124	6	EMEC	C	1	3	6	H	48>71	24
25	53014	2015-09-18 06:03:16	279685	707	-1	707	2015-09-18 06:04:19	279685	708	Y	0	0	ON	ON	53	14	HEC	A	8	0	4	EST1	33>40-ID=CR15	8
28	161014	2015-09-18 05:53:31	279685	697	-1	697	2015-09-18 05:57:18	279685	701	Y	0	0	ON	ON	161	14	HEC	C	24	0	4	EST1	33>40-ID=CR08	8
29	51002	2015-09-17 15:02:32	279598	1303	-1	1303	2015-09-17 15:03:48	279598	1304	Y	0	0	ON	ON	51	2	HEC	A	11	0	3	EST1	25>32-ID=SR01	8
27	74002	2015-09-17 09:00:44	279598	923	-1	923	2015-09-17 09:04:15	279598	927	Y	0	0	ON	ON	74	2	HEC	A	25	0	1	EST1	1>8-ID=CF20	8
26	48009	2015-09-17 08:44:59	279598	907	-1	908	2015-09-17 08:50:54	279598	913	Y	0	0	ON	ON	48	9	HEC	A	2	0	3	EST2	25>32-ID=CR31	8
24	53014	2015-09-17 06:28:39	279598	771	-1	771	2015-09-17 06:33:13	279598	776	Y	0	0	ON	ON	53	14	HEC	A	8	0	4	EST1	33>40-ID=CR15	8
23	167002	2015-09-17 06:25:44	279598	768	-1	768	2015-09-17 06:34:38	279598	777	Y	0	0	ON	ON	167	2	HEC	C	11	0	1	EST1	1>8-ID=AF04	8
22	53014	2015-09-15 00:58:16	279345	488	495	-1	2015-09-15 05:30:30	-1	-1	Y	-1	-1	ON	ON	53	14	HEC	A	8	0	4	EST1	33>40-ID=CR15	8
21	53014	2015-09-13 20:25:20	279279	395	403	-1	2015-09-13 23:43:15	-1	-1	Y	-1	-1	ON	ON	53	14	HEC	A	8	0	4	EST1	33>40-ID=CR15	8
20	66013	2015-09-08 13:12:32	278880	212	-1	212	2015-09-08 13:15:40	278880	215	Y	4332	447	ON	ON	66	13	HEC	A	10	0	2	EST2	9>24-ID=CF23	16
19	241007	2015-08-22 08:24:47	276731	622	-1	-1	2015-08-22 08:32:40	276731	630	Y	4246	254	ON	ON	241	7	EMB	C	6	-1	7	L	10	1
18	241007	2015-08-22 05:51:38	276731	469	-1	-1	2015-08-22 06:02:13	276731	480	Y	4246	254	ON	ON	241	7	EMB	C	6	-1	7	L	10	1
17	276009	2015-08-18 10:44:23	0	0	0	-1	2015-08-18 10:52:39	0	0	N	0	0	ON	ON	276	9	EMBPS	A	26	0	2	L	---------------	0
16	65004	2015-08-15 11:47:47	276189	140	-1	140	2015-08-15 11:49:08	276189	142	N	0	0	ON	OFF	65	4	HEC	A	3	0	2	PAD2	9>24-ID=AF33	16
15	148008	2015-07-25 13:42:12	273404	206	-1	206	2015-07-25 13:43:44	273404	207	N	0	0	RAMP	OFF	148	8	HEC	C	2	0	3	PAD2	25>32-ID=CR05	8
14	148008	2015-07-25 13:11:55	273404	176	-1	176	2015-07-25 13:13:17	273404	177	N	0	0	RAMP	OFF	148	8	HEC	C	2	0	3	PAD2	25>32-ID=CR05	8
13	162007	2015-07-11 01:21:58	271298	640	-1	640	2015-07-11 01:24:13	271298	643	Y	0	0	ON	ON	162	7	HEC	C	29	0	4	PAD1	33>40-ID=AR13	8
12	168005	2015-07-09 01:34:36	271048	473	483	-1	2015-07-09 04:40:35	-1	-1	Y	3976	110	ON	ON	168	5	HEC	C	5	0	2	EST2	9>24-ID=AF05	16
11	71013	2015-07-08 19:36:19	271048	111	-1	111	2015-07-08 19:36:59	271048	113	Y	3976	110	ON	ON	71	13	HEC	A	16	0	2	EST2	9>24-ID=AF09	16
10	54004	2015-07-08 02:37:25	270953	162	-1	162	2015-07-08 02:43:22	270953	169	Y	3974	110	ON	ON	54	4	HEC	A	13	0	4	PAD2	33>40-ID=CR33	8
9	53014	2015-07-07 23:01:36	270949	84	90	-1	2015-07-08 10:20:00	-1	-1	Y	3974	110	ON	ON	53	14	HEC	A	8	0	4	EST1	33>40-ID=CR15	8
8	126012	2015-06-24 22:17:03	268989	70	87	0	9999-12-31 23:00:00	0	0	N	0	0	OFF	OFF	126	12	EMEC	C	3	1	6	L	0>23	24
7	126012	2015-06-24 21:04:51	268989	1	16	47	2015-06-24 22:14:18	268989	67	N	0	0	OFF	OFF	126	12	EMEC	C	3	1	6	L	0>23	24
6	179005	2015-06-14 18:10:12	267660	1	-1	1	2015-06-14 18:10:53	267660	1	N	0	0	ON	ON	179	5	HEC	C	31	0	2	EST2	9>24-ID=CF15	16
5	54004	2015-06-14 09:59:09	267639	211	-1	211	2015-06-14 10:06:52	267639	220	Y	3858	38	ON	ON	54	4	HEC	A	13	0	4	PAD2	33>40-ID=CR33	8
4	168005	2015-06-14 09:46:44	267639	199	-1	19	2015-06-14 18:43:42	267660	20	Y	3858	38	ON	ON	168	5	HEC	C	5	0	2	EST2	9>24-ID=AF05	16
3	78001	2015-05-04 10:20:12	263896	834	834	852	2015-05-04 10:49:26	-1	-1	N	0	0	RAMP	OFF	78	1	HEC	A	29	0	1	EST2	1>8-ID=AF22	8
2	247002	2015-03-21 08:48:34	0	0	0	-1	2015-03-21 09:06:57	0	0	N	0	0	OFF	OFF	247	2	EMB	C	7	0	3	H	32>63	32
1	313008	2015-02-21 18:24:59	0	0	0	-1	2015-02-23 09:51:26	253042	0	N	0	0	RAMP	OFF	313	8	EMECPS	A	24	0	1	H	---------------	
